Bike Station,Place,Place Latitude,Place Longitude,Rating,Popularity,Price
Ontario & 16th,Anh and Chi,49.255019,-123.100904,No rating available,No popularity available,No price available
Ontario & 16th,49th Parallel Coffee Roast,49.259164,-123.100851,No rating available,No popularity available,No price available
Ontario & 16th,Sushi Hil,49.255379,-123.101015,No rating available,No popularity available,No price available
Ontario & 16th,33 Acres Brewing Co,49.263877,-123.105307,No rating available,No popularity available,No price available
Ontario & 16th,Rain or Shine,49.255054,-123.114856,No rating available,No popularity available,No price available
Ontario & 16th,Vij's,49.257484,-123.11482,No rating available,No popularity available,No price available
Ontario & 16th,The Federal Store,49.261909,-123.103193,No rating available,No popularity available,No price available
Ontario & 16th,Uncle Abe's,49.258129,-123.100925,No rating available,No popularity available,No price available
Ontario & 16th,The Mighty Oak,49.254563,-123.109543,No rating available,No popularity available,No price available
Ontario & 16th,Modus Coffee,49.263182,-123.107195,No rating available,No popularity available,No price available
Ontario & 16th,Elysian Coffee,49.264531,-123.105038,No rating available,No popularity available,No price available
Ontario & 16th,Milano Coffee,49.263724,-123.108701,No rating available,No popularity available,No price available
Ontario & 16th,The Acorn,49.249622,-123.101499,No rating available,No popularity available,No price available
Ontario & 16th,The General Public,49.255843,-123.101541,No rating available,No popularity available,No price available
Ontario & 16th,AJ's Brooklyn Pizza Joint,49.262989,-123.098175,No rating available,No popularity available,No price available
Ontario & 16th,Zakkushi Charcoal Grill,49.249014,-123.101285,No rating available,No popularity available,No price available
Ontario & 16th,Marulilu Cafe,49.263328,-123.11402,No rating available,No popularity available,No price available
Ontario & 16th,Paragon Tea Room,49.255425,-123.115455,No rating available,No popularity available,No price available
Ontario & 16th,JJ Bean Coffee Roasters,49.258242,-123.100935,No rating available,No popularity available,No price available
Ontario & 16th,Fox Cabaret,49.264298,-123.101206,No rating available,No popularity available,No price available
Ontario & 16th,33 Brewing Experiment,49.263903,-123.105634,No rating available,No popularity available,No price available
Ontario & 16th,Burdock & Co,49.260915,-123.100756,No rating available,No popularity available,No price available
Ontario & 16th,Ignite Pizzeria,49.262233,-123.100706,No rating available,No popularity available,No price available
Ontario & 16th,Sing Sing Beer Bar,49.260652,-123.100815,No rating available,No popularity available,No price available
Ontario & 16th,Dutch Wooden Shoe Cafe,49.255996,-123.114855,No rating available,No popularity available,No price available
Ontario & 16th,Colony Bar Main Street,49.258994,-123.100836,No rating available,No popularity available,No price available
Ontario & 16th,Main Street Brewing Co,49.264745,-123.099216,No rating available,No popularity available,No price available
Ontario & 16th,Aperture Coffee Bar,49.248437,-123.10075,No rating available,No popularity available,No price available
Ontario & 16th,12 Kings Pub,49.260337,-123.096652,No rating available,No popularity available,No price available
Ontario & 16th,Hime Japanese Restaurant,49.262963,-123.09874,No rating available,No popularity available,No price available
Ontario & 16th,Cocoet Olive Fine Foods Ltd,49.251707,-123.10119,No rating available,No popularity available,No price available
Ontario & 16th,The Arbor,49.250013,-123.101289,No rating available,No popularity available,No price available
Ontario & 16th,Forecast Coffee,49.258541,-123.100798,No rating available,No popularity available,No price available
Ontario & 16th,Portland Craft,49.250708,-123.101186,No rating available,No popularity available,No price available
Ontario & 16th,Café Gloucester 告羅士打餐廳,49.25562,-123.114904,No rating available,No popularity available,No price available
Ontario & 16th,Sun Sui Wah Seafood Restaurant,49.250435,-123.100757,No rating available,No popularity available,No price available
Ontario & 16th,Gene Coffeebar,49.263721,-123.100671,No rating available,No popularity available,No price available
Ontario & 16th,Starbucks,49.254096,-123.115018,No rating available,No popularity available,No price available
Ontario & 16th,Lucy's Eastside Diner,49.260971,-123.100761,No rating available,No popularity available,No price available
Ontario & 16th,Helen's Grill,49.248684,-123.100852,No rating available,No popularity available,No price available
Ontario & 16th,The Five Point,49.25713,-123.100921,No rating available,No popularity available,No price available
Ontario & 16th,Tropika Malaysian & Thai Cuisine 星馬印,49.25887,-123.115262,No rating available,No popularity available,No price available
Ontario & 16th,Vera's Burger Shack,49.259015,-123.100919,No rating available,No popularity available,No price available
Ontario & 16th,Caffe Barney,49.262516,-123.10073,No rating available,No popularity available,No price available
Ontario & 16th,Viet House,49.254529,-123.114973,No rating available,No popularity available,No price available
Ontario & 16th,Church's Chicken,49.254066,-123.101309,No rating available,No popularity available,No price available
Ontario & 16th,Thai Away Home,49.25578,-123.115323,No rating available,No popularity available,No price available
Ontario & 16th,Caffè Artigiano,49.24923,-123.100817,No rating available,No popularity available,No price available
Ontario & 16th,Joe's Grill on Main Street,49.257995,-123.100832,No rating available,No popularity available,No price available
14th & Alder,Small Victory,49.258291,-123.138568,No rating available,No popularity available,No price available
14th & Alder,Salmon n' Bannock,49.263305,-123.129752,No rating available,No popularity available,No price available
14th & Alder,Corduroy Pie Co,49.256904,-123.121177,No rating available,No popularity available,No price available
14th & Alder,Suika,49.263522,-123.141773,No rating available,No popularity available,No price available
14th & Alder,Cheesecake Etc,49.266415,-123.138696,No rating available,No popularity available,No price available
14th & Alder,Bin 4 Burger Lounge,49.259007,-123.138549,No rating available,No popularity available,No price available
14th & Alder,Breakfast Table,49.263821,-123.138068,No rating available,No popularity available,No price available
14th & Alder,Max's Bakery & Delicatessen,49.257605,-123.127562,No rating available,No popularity available,No price available
14th & Alder,De Dutch Pannekoek House,49.257312,-123.127051,No rating available,No popularity available,No price available
14th & Alder,Paul's Place Restaurant & Omelettery,49.265962,-123.138657,No rating available,No popularity available,No price available
14th & Alder,Dose Espresso Bar,49.263749,-123.139116,No rating available,No popularity available,No price available
14th & Alder,Cactus Club Cafe West Broadway,49.263435,-123.139414,No rating available,No popularity available,No price available
14th & Alder,Hachibei Restaurant,49.256894,-123.121582,No rating available,No popularity available,No price available
14th & Alder,Banana Leaf,49.263207,-123.122445,No rating available,No popularity available,No price available
14th & Alder,Dynasty Seafood Restaurant 皇朝海鮮酒家,49.263675,-123.12143,No rating available,No popularity available,No price available
14th & Alder,Royal Seoul House,49.26363,-123.131726,No rating available,No popularity available,No price available
14th & Alder,Caffe Barney,49.259223,-123.138972,No rating available,No popularity available,No price available
14th & Alder,Earls Restaurant,49.263893,-123.14148,No rating available,No popularity available,No price available
14th & Alder,Masa Japanese Restaurant,49.263414,-123.136655,No rating available,No popularity available,No price available
14th & Alder,Wicked Cafe,49.265432,-123.135854,No rating available,No popularity available,No price available
14th & Alder,Tim Hortons,49.2638,-123.140661,No rating available,No popularity available,No price available
14th & Alder,Boston Pizza,49.263692,-123.134651,No rating available,No popularity available,No price available
14th & Alder,Starbucks,49.260787,-123.125644,No rating available,No popularity available,No price available
14th & Alder,Tim Hortons,49.263583,-123.123288,No rating available,No popularity available,No price available
14th & Alder,Joon's Kitchen,49.258033,-123.127274,No rating available,No popularity available,No price available
14th & Alder,Starbucks,49.263141,-123.138902,No rating available,No popularity available,No price available
14th & Alder,Rayhan Restaurant,49.256895,-123.126934,No rating available,No popularity available,No price available
14th & Alder,Nostradamus,49.260813,-123.125079,No rating available,No popularity available,No price available
14th & Alder,International Sandwich Factory,49.263207,-123.128689,No rating available,No popularity available,No price available
14th & Alder,Ooh la la Cappuccino Bar Ltd,49.263687,-123.134407,No rating available,No popularity available,No price available
14th & Alder,Chun Fun How,49.263686,-123.128163,No rating available,No popularity available,No price available
14th & Alder,John 3:16 Malaysian Delights,49.263686,-123.128163,No rating available,No popularity available,No price available
14th & Alder,Mazahr Lebanese Kitchen,49.261545,-123.138279,No rating available,No popularity available,No price available
14th & Alder,Dalina,49.263171,-123.126091,No rating available,No popularity available,No price available
14th & Alder,McDonald's,49.263445,-123.138117,No rating available,No popularity available,No price available
14th & Alder,Broadway Restaurant,49.263429,-123.136494,No rating available,No popularity available,No price available
14th & Alder,Ameresco Canada Inc,49.262338,-123.138347,No rating available,No popularity available,No price available
14th & Alder,CRU Wine Bar,49.26328,-123.137454,No rating available,No popularity available,No price available
14th & Alder,Happy Wood BBQ House,49.263634,-123.125725,No rating available,No popularity available,No price available
14th & Alder,Willow Cafe Bakery,49.257182,-123.12185,No rating available,No popularity available,No price available
14th & Alder,Soho Sushi,49.257141,-123.121684,No rating available,No popularity available,No price available
14th & Alder,Market Cafe,49.263202,-123.123985,No rating available,No popularity available,No price available
14th & Alder,5 Spice,49.263821,-123.13896,No rating available,No popularity available,No price available
14th & Alder,Mon Pitou Bistro & Bakery,49.265432,-123.135854,No rating available,No popularity available,No price available
14th & Alder,True Nosh,49.265133,-123.136883,No rating available,No popularity available,No price available
14th & Alder,Kishu Mountain Restaurant,49.263201,-123.122201,No rating available,No popularity available,No price available
14th & Alder,Slingers,49.264799,-123.138882,No rating available,No popularity available,No price available
14th & Alder,Pallet Coffee Roasters,49.251493,-123.127284,No rating available,No popularity available,No price available
14th & Alder,Sabra Kosher Bakery & Restaurant Ltd,49.251359,-123.127191,No rating available,No popularity available,No price available
14th & Alder,Java Express,49.262578,-123.119471,No rating available,No popularity available,No price available
Chestnut & McNicoll,Siegel's Bagels,49.272737,-123.147184,No rating available,No popularity available,No price available
Chestnut & McNicoll,AnnaLena,49.270791,-123.146937,No rating available,No popularity available,No price available
Chestnut & McNicoll,Oddfish,49.270914,-123.147434,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Inukshuk,49.284303,-123.143552,No rating available,No popularity available,No price available
Chestnut & McNicoll,Go Fish,49.271466,-123.140506,No rating available,No popularity available,No price available
Chestnut & McNicoll,Rain or Shine Ice Cream,49.267929,-123.1488,No rating available,No popularity available,No price available
Chestnut & McNicoll,Ancora Waterfront Dining and Patio,49.27371,-123.132588,No rating available,No popularity available,No price available
Chestnut & McNicoll,Prado Cafe,49.269478,-123.140985,No rating available,No popularity available,No price available
Chestnut & McNicoll,Nook,49.272283,-123.155174,No rating available,No popularity available,No price available
Chestnut & McNicoll,Octopus's Garden Restaurant,49.272659,-123.149773,No rating available,No popularity available,No price available
Chestnut & McNicoll,Granville Island Brewing,49.270647,-123.135651,No rating available,No popularity available,No price available
Chestnut & McNicoll,Tractor Everyday Healthy Foods,49.268217,-123.148176,No rating available,No popularity available,No price available
Chestnut & McNicoll,Juliet's Cafe,49.272659,-123.147989,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Sandbar Seafood Restaurant,49.27216,-123.134158,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Keg Steakhouse & Bar,49.271157,-123.135695,No rating available,No popularity available,No price available
Chestnut & McNicoll,Pane From Heaven,49.271033,-123.147687,No rating available,No popularity available,No price available
Chestnut & McNicoll,Jj Bean House of Coffee,49.272624,-123.135577,No rating available,No popularity available,No price available
Chestnut & McNicoll,Lee's Donuts of Granville Island,49.272624,-123.135577,No rating available,No popularity available,No price available
Chestnut & McNicoll,Their There,49.267851,-123.151388,No rating available,No popularity available,No price available
Chestnut & McNicoll,LOCAL Public Eatery Kitsilano,49.272458,-123.155433,No rating available,No popularity available,No price available
Chestnut & McNicoll,Chewie's Steam & Oyster Bar,49.271063,-123.155394,No rating available,No popularity available,No price available
Chestnut & McNicoll,Viva Fine Foods & Bakery Inc,49.272,-123.15515,No rating available,No popularity available,No price available
Chestnut & McNicoll,Kahve,49.270544,-123.145942,No rating available,No popularity available,No price available
Chestnut & McNicoll,Cafe Zen on Yew,49.271078,-123.155233,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Vancouver Fish Co,49.270626,-123.13646,No rating available,No popularity available,No price available
Chestnut & McNicoll,TurF,49.268309,-123.151671,No rating available,No popularity available,No price available
Chestnut & McNicoll,Sushi Bella,49.268237,-123.151827,No rating available,No popularity available,No price available
Chestnut & McNicoll,Las Margaritas,49.268201,-123.150121,No rating available,No popularity available,No price available
Chestnut & McNicoll,Elysian Room,49.267038,-123.144993,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Boathouse Restaurant,49.274306,-123.153726,No rating available,No popularity available,No price available
Chestnut & McNicoll,Koko Monk Chocolates,49.270796,-123.14718,No rating available,No popularity available,No price available
Chestnut & McNicoll,Popina,49.273005,-123.134879,No rating available,No popularity available,No price available
Chestnut & McNicoll,Chang'an,49.273283,-123.132876,No rating available,No popularity available,No price available
Chestnut & McNicoll,Starbucks,49.272855,-123.147438,No rating available,No popularity available,No price available
Chestnut & McNicoll,Gi Gelato & Coffee House,49.272196,-123.13408,No rating available,No popularity available,No price available
Chestnut & McNicoll,Blue Parrot Coffee,49.272624,-123.135577,No rating available,No popularity available,No price available
Chestnut & McNicoll,Tap & Barrel Bridges,49.27285,-123.136488,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Bimini Public House,49.267975,-123.150994,No rating available,No popularity available,No price available
Chestnut & McNicoll,Subway,49.269658,-123.145948,No rating available,No popularity available,No price available
Chestnut & McNicoll,Upjus,49.276047,-123.141547,No rating available,No popularity available,No price available
Chestnut & McNicoll,Jitters Caffe,49.267944,-123.149531,No rating available,No popularity available,No price available
Chestnut & McNicoll,A la Mode,49.272624,-123.135577,No rating available,No popularity available,No price available
Chestnut & McNicoll,Kits Beach Coffee,49.274883,-123.152478,No rating available,No popularity available,No price available
Chestnut & McNicoll,The Pirate Pub,49.275543,-123.135502,No rating available,No popularity available,No price available
Chestnut & McNicoll,Robba Da Matti,49.270559,-123.147566,No rating available,No popularity available,No price available
Chestnut & McNicoll,Black Metal West,49.27059,-123.150812,No rating available,No popularity available,No price available
Chestnut & McNicoll,Royal Restaurant,49.269226,-123.145992,No rating available,No popularity available,No price available
Chestnut & McNicoll,Beach Ave Bar and Grill,49.275563,-123.135585,No rating available,No popularity available,No price available
Chestnut & McNicoll,Hoshi Japanese Cuisine,49.276783,-123.135365,No rating available,No popularity available,No price available
Chestnut & McNicoll,Nimby Burger,49.272458,-123.155433,No rating available,No popularity available,No price available
Dunbar & 6th,Green Leaf Sushi,49.264138,-123.18018,No rating available,No popularity available,No price available
Dunbar & 6th,Breka Downtown Bakery Cafe Inc,49.268532,-123.18672,No rating available,No popularity available,No price available
Dunbar & 6th,Aphrodite's Organic Cafe & Pie Shop,49.268461,-123.183309,No rating available,No popularity available,No price available
Dunbar & 6th,Yuji's From Japan,49.268198,-123.186043,No rating available,No popularity available,No price available
Dunbar & 6th,True Confections,49.264697,-123.186228,No rating available,No popularity available,No price available
Dunbar & 6th,The Wolf and Hound,49.264466,-123.184181,No rating available,No popularity available,No price available
Dunbar & 6th,Double DD Pizza,49.268436,-123.18209,No rating available,No popularity available,No price available
Dunbar & 6th,Rajio Japanese Public House,49.263621,-123.187027,No rating available,No popularity available,No price available
Dunbar & 6th,The Eatery,49.264468,-123.180614,No rating available,No popularity available,No price available
Dunbar & 6th,Grounds For Coffee,49.263714,-123.186062,No rating available,No popularity available,No price available
Dunbar & 6th,Parthenon Supermarket,49.264037,-123.173523,No rating available,No popularity available,No price available
Dunbar & 6th,Neverland Tea Salon,49.264037,-123.173523,No rating available,No popularity available,No price available
Dunbar & 6th,La Quercia,49.268769,-123.185443,No rating available,No popularity available,No price available
Dunbar & 6th,Hitoe Sushi,49.268705,-123.178708,No rating available,No popularity available,No price available
Dunbar & 6th,Nick Sushi,49.268558,-123.170749,No rating available,No popularity available,No price available
Dunbar & 6th,Browns Socialhouse,49.263735,-123.185253,No rating available,No popularity available,No price available
Dunbar & 6th,Harvest Deli,49.264249,-123.171919,No rating available,No popularity available,No price available
Dunbar & 6th,The Cove Pub,49.268764,-123.1852,No rating available,No popularity available,No price available
Dunbar & 6th,Elwood's,49.26433,-123.174926,No rating available,No popularity available,No price available
Dunbar & 6th,Deacon's Corner,49.264346,-123.175657,No rating available,No popularity available,No price available
Dunbar & 6th,Caffe W,49.264214,-123.184727,No rating available,No popularity available,No price available
Dunbar & 6th,Muffin Break,49.26812,-123.185955,No rating available,No popularity available,No price available
Dunbar & 6th,Ton Ton Sushi,49.26462,-123.185248,No rating available,No popularity available,No price available
Dunbar & 6th,Iron Wok Chinese Cuisine,49.268182,-123.186204,No rating available,No popularity available,No price available
Dunbar & 6th,L'Ufficio,49.268769,-123.185443,No rating available,No popularity available,No price available
Dunbar & 6th,Nebur-King Coffee Group,49.264157,-123.184722,No rating available,No popularity available,No price available
Dunbar & 6th,Jo's Italian Deli,49.264224,-123.186106,No rating available,No popularity available,No price available
Dunbar & 6th,Storm City Coffee,49.264401,-123.180121,No rating available,No popularity available,No price available
Dunbar & 6th,C'est Mon Cafe,49.264138,-123.18018,No rating available,No popularity available,No price available
Dunbar & 6th,Sushi Vancouver,49.264138,-123.18018,No rating available,No popularity available,No price available
Dunbar & 6th,Jolly's Indian Bistro,49.268295,-123.170807,No rating available,No popularity available,No price available
Dunbar & 6th,Nourish Cooking School,49.263389,-123.186764,No rating available,No popularity available,No price available
Dunbar & 6th,Pane E Formaggio,49.264391,-123.178742,No rating available,No popularity available,No price available
Dunbar & 6th,Coppertank Grill,49.264325,-123.174683,No rating available,No popularity available,No price available
Dunbar & 6th,The Fringe Cafe,49.264058,-123.174497,No rating available,No popularity available,No price available
Dunbar & 6th,Jun Sushi Japanese Restaurant,49.264396,-123.178094,No rating available,No popularity available,No price available
Dunbar & 6th,Castaway Bar and Kitchen,49.268731,-123.177251,No rating available,No popularity available,No price available
Dunbar & 6th,Kitstaya Sushi,49.264315,-123.174195,No rating available,No popularity available,No price available
Dunbar & 6th,Good Co. Kits,49.264407,-123.176798,No rating available,No popularity available,No price available
Dunbar & 6th,Midam Cafe,49.264402,-123.176554,No rating available,No popularity available,No price available
Dunbar & 6th,Midam Cafe Richmond Ltd,49.264438,-123.176476,No rating available,No popularity available,No price available
Dunbar & 6th,LanZhou Beef Noodle,49.264381,-123.176471,No rating available,No popularity available,No price available
Dunbar & 6th,Sahel Market & Restaurant,49.264381,-123.176471,No rating available,No popularity available,No price available
Dunbar & 6th,Pure Delight Café,49.264083,-123.176608,No rating available,No popularity available,No price available
Dunbar & 6th,Haidilao Canada Restaurant Group Ltd,49.264037,-123.176198,No rating available,No popularity available,No price available
Dunbar & 6th,Haidilao Hotpot,49.264402,-123.175662,No rating available,No popularity available,No price available
Dunbar & 6th,McDonald's,49.264113,-123.17807,No rating available,No popularity available,No price available
Dunbar & 6th,Mamalee,49.264068,-123.174985,No rating available,No popularity available,No price available
Dunbar & 6th,Uncle Pu's Sichuan Taste,49.264068,-123.174985,No rating available,No popularity available,No price available
Dunbar & 6th,Royal Vancouver Yacht Club,49.272757,-123.187895,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Vancouver Aquarium Cafe,49.300066,-123.130947,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Tavola,49.291843,-123.135761,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Cardero's Restaurant & Marine Pub,49.291554,-123.127461,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Saku,49.291333,-123.134825,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Nero Belgian Waffle Bar,49.290654,-123.133874,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,H Tasting Lounge,49.29228,-123.128821,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Chung Chun Rice Hotdog,49.291199,-123.134732,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Ukrainian Village Restaurant,49.291374,-123.135883,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Lift Bar Grill View,49.293598,-123.129664,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Cafe Villaggio,49.291204,-123.127837,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,H2 Kitchen + Bar,49.292136,-123.129133,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Breaking Bean,49.291395,-123.129719,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Casa Dolce Gelato & Coffee,49.290849,-123.127076,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Banana Leaf,49.291374,-123.13499,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Kintaro Ramen,49.291508,-123.135083,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Crime Lab Restaurant,49.292733,-123.133322,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,HJU:Z Lounge,49.292229,-123.12906,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Scherkouver,49.291678,-123.131528,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Weather Tea,49.291616,-123.134849,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Kitchen by Yugo,49.29158,-123.134927,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Jingle Bao,49.291544,-123.135005,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Baroness,49.291488,-123.135,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,Holy Guacamole,49.291524,-123.135814,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,We Are Weed,49.290803,-123.133806,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,The Seawall,49.291508,-123.128836,No rating available,No popularity available,No price available
Stanley Park - Vancouver Aquarium,De Dutch - Robson St,49.290983,-123.134308,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Minami Restaurant,49.275269,-123.120797,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Rodney's Oyster House,49.274378,-123.123236,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Blue Water Cafe + Raw Bar,49.276123,-123.121114,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,MeeT in Yaletown,49.275006,-123.121748,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Tacofino,49.276488,-123.119685,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Angus T,49.275871,-123.119875,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,OEB Breakfast Co,49.273374,-123.119419,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Matchstick Coffee Roasters,49.274404,-123.126239,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Nero Belgian Waffle Bar,49.278311,-123.122111,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Cactus Club Cafe Yaletown,49.275084,-123.122728,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,The Keg Steakhouse + Bar - Yaletown,49.27671,-123.11946,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Coo Coo Coffee,49.275784,-123.123761,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Homer St. Cafe and Bar,49.278455,-123.11823,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Fanny Bay Oyster Bar & Shellfish Market,49.278557,-123.114183,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,The Templeton,49.278491,-123.124398,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Fritz European Fry House,49.277256,-123.126564,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Cafe Medina,49.280498,-123.116863,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Passione Gelato,49.275818,-123.113868,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Breka Bakery & Cafe,49.278414,-123.12788,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Brix Restaurant & Wine Bar,49.275789,-123.122221,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Pallet Coffee Roasters,49.279891,-123.123788,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Morrissey Irish Bar & Restaurant,49.276963,-123.126944,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Japadog,49.280189,-123.118297,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Honey Salt,49.275175,-123.11284,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Ancora Waterfront Dining and Patio,49.27371,-123.132588,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Yaletown Brewing Co,49.275516,-123.120899,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Nando's,49.277864,-123.12767,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Le Crocodile Restaurant,49.282578,-123.125234,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Starbucks,49.274713,-123.122129,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Hawksworth Restaurant,49.283302,-123.11938,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Dublin Calling,49.280066,-123.121369,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Lux Lounge,49.277992,-123.126627,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Five Guys Burgers & Fries,49.281034,-123.119018,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,JINYA Ramen Bar - Vancouver Downtown,49.280369,-123.117907,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Boulevard Kitchen & Oyster Bar,49.283021,-123.123893,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,The Famous Warehouse,49.279552,-123.122866,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Per Se Social Corner,49.27863,-123.118488,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Donair Dude,49.277642,-123.125218,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,The Sandbar Seafood Restaurant,49.27216,-123.134158,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Tendon Kohaku,49.281091,-123.1217,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Boston Pizza,49.277218,-123.11415,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,JOEY Burrard,49.282707,-123.123298,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Uncle Fatih's Pizza,49.2788,-123.122072,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Maxine's Cafe & Bar,49.277941,-123.131327,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Localcoin Bitcoin ATM - Red Card Sports Bar + Eatery,49.279423,-123.120341,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,The Wicklow Pub,49.268684,-123.118613,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Bel Cafe,49.283302,-123.11938,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Chipotle Mexican Grill,49.281585,-123.121012,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Starbucks,49.280036,-123.127045,No rating available,No popularity available,No price available
Yaletown-Roundhouse Station,Terry Fox Plaza,49.27572,-123.112805,No rating available,No popularity available,No price available
Smithe & Burrard,Le Crocodile Restaurant,49.282578,-123.125234,No rating available,No popularity available,No price available
Smithe & Burrard,Boulevard Kitchen & Oyster Bar,49.283021,-123.123893,No rating available,No popularity available,No price available
Smithe & Burrard,Joe Fortes Seafood & Chop House,49.284956,-123.124545,No rating available,No popularity available,No price available
Smithe & Burrard,JOEY Burrard,49.282707,-123.123298,No rating available,No popularity available,No price available
Smithe & Burrard,Thierry,49.284766,-123.122662,No rating available,No popularity available,No price available
Smithe & Burrard,Hawksworth Restaurant,49.283302,-123.11938,No rating available,No popularity available,No price available
Smithe & Burrard,Coast Restaurant,49.284719,-123.123145,No rating available,No popularity available,No price available
Smithe & Burrard,49th Parallel Café & Lucky's Doughnuts - THURLOW,49.286052,-123.122935,No rating available,No popularity available,No price available
Smithe & Burrard,Pallet Coffee Roasters,49.279891,-123.123788,No rating available,No popularity available,No price available
Smithe & Burrard,Breka Bakery & Cafe,49.285765,-123.127128,No rating available,No popularity available,No price available
Smithe & Burrard,Konbiniya,49.286326,-123.127825,No rating available,No popularity available,No price available
Smithe & Burrard,Gotham Steakhouse & Cocktail Bar,49.282814,-123.115925,No rating available,No popularity available,No price available
Smithe & Burrard,Cafe Medina,49.280498,-123.116863,No rating available,No popularity available,No price available
Smithe & Burrard,Ramen Danbo - Robson,49.287499,-123.12898,No rating available,No popularity available,No price available
Smithe & Burrard,The Keg Steakhouse + Bar,49.283447,-123.116466,No rating available,No popularity available,No price available
