Bike Station,Place,Place Latitude,Place Longitude,Rating,Review Count,Price
West Mall Swing Space Building,Sesame,49.2661235,-123.2483732,4.0,14,No price available
West Mall Swing Space Building,Gather,49.26501846,-123.25785828,4.3,4,No price available
West Mall Swing Space Building,Beyond BBQ,49.2660104,-123.2432119,4.4,10,No price available
West Mall Swing Space Building,Pho with Us,49.26573,-123.24316,4.7,3,No price available
West Mall Swing Space Building,Jamjar Canteen,49.2662351,-123.2475496,4.1,46,$$
West Mall Swing Space Building,Wildlight Kitchen + Bar,49.26580244774791,-123.2363757,3.7,33,No price available
West Mall Swing Space Building,Mercante,49.2633894,-123.2560419,3.3,80,$$
West Mall Swing Space Building,The Point,49.2618141,-123.2552567,2.6,72,$$
West Mall Swing Space Building,The DownLow Chicken Shack,49.2661875,-123.247906,4.2,13,$$
West Mall Swing Space Building,KINTON RAMEN UBC,49.26617,-123.24808,3.5,39,$$
West Mall Swing Space Building,Seoul Hotdog,49.266496,-123.249855,5.0,1,No price available
West Mall Swing Space Building,Kokoro Tokyo Mazesoba,49.2666413048,-123.243057427,3.8,19,No price available
West Mall Swing Space Building,Gallery Patio & Lounge,49.266859563625,-123.25004188393,3.1,18,$$
West Mall Swing Space Building,Firehouse Subs Vancouver UBC,49.26107,-123.2463906147037,5.0,1,No price available
West Mall Swing Space Building,The Corner Kitchen UBC,49.2660156,-123.2423069,3.5,14,No price available
West Mall Swing Space Building,Bento King,49.266559,-123.24279,4.0,1,No price available
West Mall Swing Space Building,Pacific Poke,49.267471,-123.2499748,4.0,2,No price available
West Mall Swing Space Building,Loafe Cafe,49.2660042,-123.2492292,3.7,42,$
West Mall Swing Space Building,Nori Bento & Udon,49.2662138,-123.2476937,3.2,35,$$
West Mall Swing Space Building,Sahel UBC,49.26658701045248,-123.2428402,3.8,5,No price available
West Mall Swing Space Building,International Food Court,49.26661,-123.24279,3.5,2,No price available
West Mall Swing Space Building,Doughgirls,49.254644,-123.235875,4.3,66,$
West Mall Swing Space Building,The Original Beanery,49.26370075470969,-123.23932143466445,4.0,18,$
West Mall Swing Space Building,Neptune  Chinese Kitchen,49.2542603931418,-123.235776618598,2.7,39,No price available
West Mall Swing Space Building,Bento Sushi,49.2618133,-123.2552552,3.3,3,No price available
West Mall Swing Space Building,Sprouts,49.2675858744449,-123.25039128042668,4.4,12,$
West Mall Swing Space Building,My Home Cuisine,49.2664962418871,-123.242885136699,3.7,20,$
West Mall Swing Space Building,Bubble Waffle Cafe,49.26139051693755,-123.24631841346316,0.0,0,No price available
West Mall Swing Space Building,Open Kitchen,49.2600924,-123.2509564,2.3,7,$$
West Mall Swing Space Building,Triple O's,49.26592,-123.254532,2.3,20,$$
West Mall Swing Space Building,Loafe Cafe Sauder,49.26487545635154,-123.2536411,3.7,3,No price available
West Mall Swing Space Building,Pizza Garden UBC,49.2664426626345,-123.243495364075,3.7,28,$
West Mall Swing Space Building,Great Dane Coffee,49.2700488028238,-123.250755445288,4.1,67,$
West Mall Swing Space Building,Hero Harvest,49.2691343,-123.2524697,2.0,1,No price available
West Mall Swing Space Building,Chef Hung Taiwanese Beef Noodle,49.2545285,-123.2360941,2.6,76,$$
West Mall Swing Space Building,Ryuu Japanese Kitchen UBC,49.265940831862565,-123.246492,3.0,10,No price available
West Mall Swing Space Building,Freshslice Pizza,49.26647790000001,-123.2498647,0.0,0,No price available
West Mall Swing Space Building,Swiss Bakery,49.26605,-123.24618,0.0,0,No price available
West Mall Swing Space Building,El Cartel,49.266250277166456,-123.24934086069736,3.1,8,$$
West Mall Swing Space Building,Togo Sushi,49.254306733397,-123.23576396553,2.3,32,$
West Mall Swing Space Building,DaBao Dim Sum & Bakery,49.267573,-123.252525,0.0,0,No price available
West Mall Swing Space Building,Feast,49.2580956750828,-123.252871032985,3.0,1,No price available
West Mall Swing Space Building,Steve's Poke Bar,49.265868,-123.246505,0.0,0,No price available
West Mall Swing Space Building,Chipotle Mexican Grill,49.26627,-123.24731,0.0,0,No price available
West Mall Swing Space Building,Popeyes Louisiana Kitchen,49.26587,-123.23759,2.0,1,No price available
West Mall Swing Space Building,Nicli Antica Pizzeria,49.254125583854005,-123.23615689627992,2.0,4,No price available
West Mall Swing Space Building,Honour Roll,49.2668662026225,-123.250153015863,2.9,13,No price available
West Mall Swing Space Building,A&W,49.2673555620849,-123.249933492642,2.8,8,$
West Mall Swing Space Building,The Delly,49.266591,-123.249608,3.7,14,$$
West Mall Swing Space Building,Uncle Fatih's Pizza,49.266292348975,-123.247400633991,2.9,9,No price available
McLean & Pender,Pepino's,49.2787695,-123.0705849,4.1,166,$$$
McLean & Pender,Caffe La Tana,49.2788597356837,-123.070581380828,4.5,51,No price available
McLean & Pender,Kin Kao Thai Kitchen,49.276516,-123.0696335,3.9,180,$$
McLean & Pender,Lunch Lady,49.27497,-123.06915,4.1,269,$$
McLean & Pender,Takenaka,49.2783093,-123.0755801,4.3,101,$$
McLean & Pender,Aleph Eatery,49.2849288,-123.065795,4.4,91,$$
McLean & Pender,Yolks,49.281081,-123.072931,3.7,462,$$
McLean & Pender,Downlow Chicken Shack,49.2765067,-123.0696349,4.1,288,$$
McLean & Pender,Sopra Sotto,49.2711051,-123.0694651,4.0,156,$$
McLean & Pender,Sing Sing,49.2741085,-123.0698051,4.2,6,No price available
McLean & Pender,Nonna's Cucina,49.280915,-123.060235,4.6,35,No price available
McLean & Pender,Magari by Oca,49.27338,-123.06934522558733,5.0,3,No price available
McLean & Pender,Cozen,49.2715238,-123.0697249,4.6,23,No price available
McLean & Pender,Bar Corso,49.2707051,-123.0694651,4.4,20,No price available
McLean & Pender,Burdy,49.28201,-123.07843,5.0,5,No price available
McLean & Pender,Royal Palace Seafood,49.28144,-123.06023,4.5,20,$$
McLean & Pender,Axum Restaurant,49.2814936637038,-123.07779582314,4.4,76,$$
McLean & Pender,Absinthe Bistro,49.27607,-123.0692457,4.6,149,$$$
McLean & Pender,Sneaky Pete's Pool Cafe,49.280892171875216,-123.07399213314056,4.8,4,No price available
McLean & Pender,Kozu Sushi Pizza,49.27827,-123.07566,4.3,21,No price available
McLean & Pender,Pho Khanh Express,49.28121,-123.082652,5.0,1,No price available
McLean & Pender,Mogu Fried Chicken,49.2756074483614,-123.069326430559,4.7,32,No price available
McLean & Pender,Dundas Eat + Drink,49.285084,-123.062273,4.2,77,$$
McLean & Pender,Urban Tadka,49.27827,-123.07566,4.4,9,No price available
McLean & Pender,Straight and Marrow,49.2848302,-123.0661495,4.4,37,No price available
McLean & Pender,Franklin Food Lab,49.28209789579896,-123.0724623687172,5.0,2,No price available
McLean & Pender,Henry's Hip Eats,49.2834761,-123.0737398,4.7,10,No price available
McLean & Pender,Antojos y Sabores,49.27831542816809,-123.0755744,4.9,8,No price available
McLean & Pender,Enzo’s Rustico Romano,49.281012,-123.054904,4.7,3,No price available
McLean & Pender,Pho Jade,49.2812123,-123.0826289,5.0,1,No price available
McLean & Pender,HoTaTe,49.27843315451099,-123.07556467964932,0.0,0,No price available
McLean & Pender,Jackalope's Neighbourhood Dive,49.2812849,-123.0586541,4.3,128,$$
McLean & Pender,Sula Indian Restaurant,49.2745279,-123.0693263,4.1,300,$$
McLean & Pender,Havana,49.273708,-123.069271,3.5,409,$$
McLean & Pender,Europa Deli Restaurant,49.2823952,-123.0742956,4.0,1,$$
McLean & Pender,Subject to Change,49.284879,-123.066076,4.0,1,No price available
McLean & Pender,Via Tevere Pizzeria,49.27387530438791,-123.06553445802784,4.1,359,$$
McLean & Pender,Coho Coffee,49.278730145549,-123.075668076976,4.7,3,No price available
McLean & Pender,The Narcissus,49.28423,-123.06998,4.4,13,No price available
McLean & Pender,Rosemary Cafe,49.2823952,-123.0742956,4.0,1,No price available
McLean & Pender,Nonna's Cucina,49.2692,-123.06944,3.9,14,No price available
McLean & Pender,The Red Wagon,49.28122323218941,-123.06112288953248,3.9,652,$$
McLean & Pender,Harbour Oyster + Bar,49.2718946138822,-123.069181591272,4.1,86,$$
McLean & Pender,Pink Pearl Chinese Restaurant,49.2806799,-123.08023,3.1,167,$$
McLean & Pender,Yama Cafe,49.2813049,-123.0632877,4.4,103,$$
McLean & Pender,VV Tapas Lounge,49.2811633,-123.0830466,4.6,14,No price available
McLean & Pender,Fondue Vancouver,49.27841949,-123.07559967,0.0,0,No price available
McLean & Pender,Tacofino Commissary,49.28131129836604,-123.0574981,3.8,328,$$
McLean & Pender,Yolk's Breakfast,49.28121,-123.07332,4.3,129,$$
McLean & Pender,Circus Play Cafe,49.28109509999999,-123.0739001,3.8,53,$$
Bute & Barclay,Kosoo,49.28494,-123.12592,4.3,135,$$
Bute & Barclay,Zefferelli's,49.28504,-123.1261,4.2,542,$$
Bute & Barclay,Saku,49.289223,-123.132266,4.4,465,$$
Bute & Barclay,Kingyo,49.29073911099211,-123.13705023185994,4.4,1224,$$
Bute & Barclay,Archer,49.2859851,-123.1251502,4.3,46,No price available
Bute & Barclay,Joe Fortes Seafood & Chop House,49.28496869177162,-123.12455980835064,4.0,1371,$$$
Bute & Barclay,Fat Mao Noodles,49.27982129999999,-123.1267997,4.4,86,$$
Bute & Barclay,Guu with Garlic,49.290249,-123.1338142,4.3,1098,$$
Bute & Barclay,Ramen Danbo,49.2874959131639,-123.128934167326,4.4,686,$$
Bute & Barclay,Tom Sushi,49.2815608,-123.1327476,4.7,286,$$
Bute & Barclay,Mott 32,49.2868703881444,-123.124537612795,3.9,241,$$$$
Bute & Barclay,The Flying Pig,49.27501,-123.122,4.0,1394,$$
Bute & Barclay,Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
Bute & Barclay,The Red Accordion,49.29025,-123.131768,4.7,124,$$
Bute & Barclay,Sura Korean Cuisine,49.2888601838143,-123.131742169312,4.1,461,$$
Bute & Barclay,Guu Original Thurlow,49.2839786648396,-123.125567978574,4.1,823,$$
Bute & Barclay,Tendon Kohaku,49.28107123873706,-123.12179426645872,4.3,174,$$
Bute & Barclay,Burgoo Bistro,49.27968,-123.12763,4.2,189,$$
Bute & Barclay,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Bute & Barclay,Tableau Bar Bistro,49.287494,-123.1235689,4.0,309,$$
Bute & Barclay,JOEY Burrard,49.28259066168153,-123.12317650349448,4.1,634,$$
Bute & Barclay,Hello Nori ,49.28559747478766,-123.1261163,4.5,275,$$
Bute & Barclay,Happy Noodle House,49.27664,-123.12578,4.6,166,$$
Bute & Barclay,Joong Won,49.2874481,-123.1289166,3.9,84,$$
Bute & Barclay,Cactus Club Cafe,49.28963138752227,-123.11817709999995,4.2,959,$$
Bute & Barclay,Jang Mo Jib,49.28561,-123.12697,3.7,27,$
Bute & Barclay,The Ballyhoo Public House,49.28210210327892,-123.12397015451256,4.2,20,No price available
Bute & Barclay,The Keg Steakhouse + Bar,49.28602851408301,-123.12446573128037,4.0,215,$$$
Bute & Barclay,Hello Kitty Cafe,49.28660343734038,-123.1281965598464,3.9,20,$$
Bute & Barclay,Dinesty Dumpling House,49.2908176,-123.1343912,3.9,1006,$$
Bute & Barclay,Indian Delicacy,49.28749,-123.12141,4.5,130,$$
Bute & Barclay,Rice and Noodle,49.2860741,-123.1273449,3.8,99,$$
Bute & Barclay,Earls Kitchen + Bar,49.28591,-123.12625,3.8,242,$$
Bute & Barclay,Tavola,49.2918164,-123.1357186,4.4,394,$$$
Bute & Barclay,Eggette House,49.285686,-123.126951,4.4,9,No price available
Bute & Barclay,ChongQing,49.286526424773,-123.128171776697,3.7,399,$$
Bute & Barclay,Parker Rooftop,49.276163922889424,-123.13018575310709,4.3,29,No price available
Bute & Barclay,Captain's Oven Pizza,49.287574432889535,-123.121025,4.5,56,No price available
Bute & Barclay,Maruhachi Ra-men,49.2905691,-123.1333951,4.3,791,$$
Bute & Barclay,Jinmi,49.290812,-123.13607,4.5,25,No price available
Bute & Barclay,Le Crocodile Restaurant,49.2825393,-123.1252052,4.3,476,$$$$
Bute & Barclay,Shizen Ya,49.2808844,-123.1246278,4.2,601,$$
Bute & Barclay,Horin Tonkotsu Ramen ,49.28617,-123.12749,4.2,183,$$
Bute & Barclay,Cardero's Restaurant & Marine Pub,49.2914561357511,-123.127575841549,3.9,723,$$$
Bute & Barclay,The Roof,49.2843582,-123.1222877,3.7,90,$$$
Bute & Barclay,Pho Quynh Express,49.282867926090304,-123.1229497,5.0,2,No price available
Bute & Barclay,Lattea,49.28575373142032,-123.1262786,4.0,1,No price available
Bute & Barclay,Nine Dumplings,49.289525,-123.132907,4.4,48,No price available
Bute & Barclay,Breka Bakery & Cafe,49.2857242811844,-123.1271553452,3.9,378,$
Bute & Barclay,Tabom,49.28906007486266,-123.13187998252948,3.9,122,No price available
Balsam & Cornwall,Nook,49.2722128608937,-123.155147313374,3.8,179,$$
Balsam & Cornwall,Fable Kitchen,49.2679331,-123.149019,4.3,804,$$
Balsam & Cornwall,Raisu,49.2679990419609,-123.158381134272,4.2,530,$$$
Balsam & Cornwall,The Cider House,49.2714834306239,-123.154953740237,4.4,34,No price available
Balsam & Cornwall,The Ellis,49.2715661205375,-123.155288726822,4.2,90,$$
Balsam & Cornwall,Don at Kitsilano,49.26803615562396,-123.1545255,4.4,28,No price available
Balsam & Cornwall,Delara,49.2680486,-123.1569183,4.2,61,No price available
Balsam & Cornwall,Hestia Kitchen Lab,49.27094388381633,-123.15548032522202,4.1,16,No price available
Balsam & Cornwall,The Boathouse Restaurant,49.2742938898371,-123.153669834137,2.6,272,$$
Balsam & Cornwall,LOCAL Public Eatery Kitsilano,49.2723249,-123.155348375446,3.6,305,$$
Balsam & Cornwall,CM Chicken,49.27127898054,-123.1551916,4.6,13,No price available
Balsam & Cornwall,Casereccio Foods,49.2642,-123.15742,4.7,56,No price available
Balsam & Cornwall,New Fuji,49.27082027992868,-123.14700923860072,4.2,32,No price available
Balsam & Cornwall,MOC,49.27230692172067,-123.15484662992804,3.8,4,No price available
Balsam & Cornwall,Chewies Steam & Oyster Bar - Kits,49.2709727,-123.1552829,3.6,300,$$
Balsam & Cornwall,Thai Basil,49.2724419,-123.1544571,3.4,63,$
Balsam & Cornwall,Au Comptoir,49.268034328356,-123.15672487756,3.9,234,$$$
Balsam & Cornwall,Jam Cafe,49.2682705,-123.1539827,4.3,267,$$
Balsam & Cornwall,Oddfish,49.2708136,-123.1475237,4.1,90,$$$
Balsam & Cornwall,Dark Table,49.2685699,-123.16481,4.0,557,$$$
Balsam & Cornwall,Healthy Noodle House,49.2682083,-123.1667851,4.5,77,$
Balsam & Cornwall,Maenam,49.26787,-123.1488979,3.9,415,$$
Balsam & Cornwall,Octopus Garden,49.2726349,-123.149816,3.9,161,$$$
Balsam & Cornwall,Toyokan Bowl,49.27053485298529,-123.14775101534424,4.5,11,No price available
Balsam & Cornwall,Lucky Taco,49.2710692786403,-123.155103591134,3.6,69,$$
Balsam & Cornwall,Chewie's Chicken & Biscuits,49.26809,-123.1688,4.6,160,$$
Balsam & Cornwall,Gobble,49.2682269,-123.1507353,4.0,38,No price available
Balsam & Cornwall,Ramen Danbo,49.26828,-123.146431,4.2,493,$$
Balsam & Cornwall,Cockney Kings Fish & Chips,49.27261,-123.14864,4.9,20,No price available
Balsam & Cornwall,AnnaLena,49.2708261,-123.1467714,4.5,374,$$$$
Balsam & Cornwall,Karma Indian Bistro,49.2684809,-123.1671589,4.3,23,No price available
Balsam & Cornwall,Folke Restaurant,49.2641529,-123.1643358,4.7,19,No price available
Balsam & Cornwall,Kokomo,49.26788927199584,-123.1573825,4.3,32,No price available
Balsam & Cornwall,Al Basha,49.2726149,-123.1486678,4.1,45,$
Balsam & Cornwall,Cafe Lokal,49.2683300473659,-123.16486839205,4.5,59,$$
Balsam & Cornwall,RedBeef Noodle Kitchen,49.2681986,-123.1490359,4.1,114,$$
Balsam & Cornwall,Midam Cafe,49.2644249,-123.17645,4.4,49,No price available
Balsam & Cornwall,Their There,49.2679649501648,-123.151158941154,4.1,129,$$
Balsam & Cornwall,Taco Loco,49.2726562,-123.1492927,4.0,1,No price available
Balsam & Cornwall,Tacofino,49.2681862,-123.148206,3.8,36,No price available
Balsam & Cornwall,Puerto Mexico,49.2682065,-123.1666736,4.9,14,No price available
Balsam & Cornwall,Moltan Roll Bar + Sake,49.2726666,-123.1486987,3.9,53,No price available
Balsam & Cornwall,Yagoto Sushi Dining,49.263793589572,-123.154220015935,4.4,81,$$
Balsam & Cornwall,Coquette,49.26212,-123.15324,4.0,26,No price available
Balsam & Cornwall,Painted Ship,49.263898,-123.169616,4.3,3,No price available
Balsam & Cornwall,Little Bird Dim Sum,49.26814,-123.17168,3.9,100,$$
Balsam & Cornwall,Maria's Taverna,49.2680721,-123.1583754,3.6,114,$$
Balsam & Cornwall,Nostos Taverna,49.2640613,-123.1751526,4.4,24,No price available
Balsam & Cornwall,Café Zen On Yew,49.2710876,-123.1551349,3.5,172,$$
Balsam & Cornwall,The Naam,49.2683459,-123.1670621,3.4,627,$$
Hastings & Broughton,Saku,49.289223,-123.132266,4.4,465,$$
Hastings & Broughton,Kingyo,49.29073911099211,-123.13705023185994,4.4,1224,$$
Hastings & Broughton,Kosoo,49.28494,-123.12592,4.3,135,$$
Hastings & Broughton,Guu with Garlic,49.290249,-123.1338142,4.3,1098,$$
Hastings & Broughton,The Red Accordion,49.29025,-123.131768,4.7,124,$$
Hastings & Broughton,Cardero's Restaurant & Marine Pub,49.2914561357511,-123.127575841549,3.9,723,$$$
Hastings & Broughton,Ramen Danbo,49.2874959131639,-123.128934167326,4.4,686,$$
Hastings & Broughton,Archer,49.2859851,-123.1251502,4.3,46,No price available
Hastings & Broughton,Dinesty Dumpling House,49.2908176,-123.1343912,3.9,1006,$$
Hastings & Broughton,Mott 32,49.2868703881444,-123.124537612795,3.9,241,$$$$
Hastings & Broughton,Zefferelli's,49.28504,-123.1261,4.2,542,$$
Hastings & Broughton,Cactus Club Cafe,49.28963138752227,-123.11817709999995,4.2,959,$$
Hastings & Broughton,Sura Korean Cuisine,49.2888601838143,-123.131742169312,4.1,461,$$
Hastings & Broughton,Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
Hastings & Broughton,Tableau Bar Bistro,49.287494,-123.1235689,4.0,309,$$
Hastings & Broughton,Maruhachi Ra-men,49.2905691,-123.1333951,4.3,791,$$
Hastings & Broughton,Nook,49.2917554,-123.1352974,4.2,331,$$
Hastings & Broughton,Tavola,49.2918164,-123.1357186,4.4,394,$$$
Hastings & Broughton,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Hastings & Broughton,Joe Fortes Seafood & Chop House,49.28496869177162,-123.12455980835064,4.0,1371,$$$
Hastings & Broughton,Indian Delicacy,49.28749,-123.12141,4.5,130,$$
Hastings & Broughton,H2 Kitchen + Bar,49.29164,-123.12932,3.7,85,$$
Hastings & Broughton,Jingle Bao,49.291609,-123.134917,4.1,210,$$
Hastings & Broughton,Jinmi,49.290812,-123.13607,4.5,25,No price available
Hastings & Broughton,Nomnom Seoul,49.289901,-123.133681,4.3,11,No price available
Hastings & Broughton,Captain's Oven Pizza,49.287574432889535,-123.121025,4.5,56,No price available
Hastings & Broughton,Yasma,49.29337295420655,-123.1321844713631,4.6,34,No price available
Hastings & Broughton,LIFT Bar Grill View,49.2937850399962,-123.12978089218,3.5,334,$$$
Hastings & Broughton,Joong Won,49.2874481,-123.1289166,3.9,84,$$
Hastings & Broughton,Nine Dumplings,49.289525,-123.132907,4.4,48,No price available
Hastings & Broughton,Hello Nori ,49.28559747478766,-123.1261163,4.5,275,$$
Hastings & Broughton,Tabom,49.28906007486266,-123.13187998252948,3.9,122,No price available
Hastings & Broughton,Caviar Bistro,49.2916,-123.12854,3.2,11,No price available
Hastings & Broughton,Nightingale,49.2874110331456,-123.117770967577,4.1,566,$$$
Hastings & Broughton,Happy Noodle House,49.27664,-123.12578,4.6,166,$$
Hastings & Broughton,JOS,49.2890737079158,-123.122008477632,4.1,53,$$
Hastings & Broughton,Pho 37,49.28909,-123.13232,4.6,48,No price available
Hastings & Broughton,Showcase Restaurant & Bar,49.2879858,-123.1204414,4.0,139,$$
Hastings & Broughton,Los Chavos Mexican Restaurant & Cantina,49.291058,-123.136479,4.4,12,No price available
Hastings & Broughton,Fat Mao Noodles,49.27982129999999,-123.1267997,4.4,86,$$
Hastings & Broughton,Perfecto Cafe,49.28871769896423,-123.1314811,4.8,5,No price available
Hastings & Broughton,The Keg Steakhouse + Bar,49.28602851408301,-123.12446573128037,4.0,215,$$$
Hastings & Broughton,Ukrainian Village,49.2914123,-123.1358196,4.1,180,$$
Hastings & Broughton,Jang Mo Jib,49.28561,-123.12697,3.7,27,$
Hastings & Broughton,Hokkaido Ramen Santouka,49.290236,-123.133811,4.2,1010,$$
Hastings & Broughton,Riley's Fish & Steak,49.287641996861865,-123.1151089,4.1,107,No price available
Hastings & Broughton,Brass Fish Tavern,49.2873401,-123.1169064,4.0,29,No price available
Hastings & Broughton,Kyochon Chicken,49.2886577341684,-123.1305526,4.0,2,No price available
Hastings & Broughton,Hello Kitty Cafe,49.28660343734038,-123.1281965598464,3.9,20,$$
Hastings & Broughton,Nam San,49.28946,-123.13294,4.2,29,No price available
Seymour & Cordova,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Seymour & Cordova,Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
Seymour & Cordova,Mount Everest Kitchen & Grill,49.28343057225757,-123.1142148824853,4.6,92,$$
Seymour & Cordova,Riley's Fish & Steak,49.287641996861865,-123.1151089,4.1,107,No price available
Seymour & Cordova,Kokoro Tokyo Mazesoba,49.2833927,-123.115078,4.1,497,$$
Seymour & Cordova,Moose's Down Under,49.285638,-123.11634,3.9,167,$$
Seymour & Cordova,The Magnet,49.28242131064444,-123.11118325952978,4.7,29,No price available
Seymour & Cordova,Nightingale,49.2874110331456,-123.117770967577,4.1,566,$$$
Seymour & Cordova,Black Frog Eatery,49.284598,-123.108687,3.8,226,$$
Seymour & Cordova,Sooda Korean BBQ,49.282678,-123.106049,4.6,45,No price available
Seymour & Cordova,Twisted Fork,49.283194,-123.104445,4.1,1147,$$
Seymour & Cordova,Cactus Club Cafe,49.28963138752227,-123.11817709999995,4.2,959,$$
Seymour & Cordova,The Flying Pig,49.27501,-123.122,4.0,1394,$$
Seymour & Cordova,Chambar,49.2801460007961,-123.109925328073,4.2,1630,$$
Seymour & Cordova,Kosoo,49.28494,-123.12592,4.3,135,$$
Seymour & Cordova,Nuba in Gastown,49.2827625062516,-123.109646101134,4.0,818,$$$
Seymour & Cordova,Stock and Supply,49.28416,-123.1127,4.1,33,No price available
Seymour & Cordova,Brass Fish Tavern,49.2873401,-123.1169064,4.0,29,No price available
Seymour & Cordova,Five Sails Restaurant,49.2880313351364,-123.113292160758,4.3,218,$$$$
Seymour & Cordova,ARC Restaurant,49.2872868,-123.1137298,4.0,192,$$$
Seymour & Cordova,Pourhouse Restaurant,49.2841134475502,-123.10842879595,4.0,590,$$
Seymour & Cordova,Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.4,902,$$$
Seymour & Cordova,La Taqueria Pinche Taco Shop,49.282912,-123.110593,4.3,547,$$
Seymour & Cordova,Chop Steakhouse & Bar,49.28853572427664,-123.11514429303064,4.1,57,No price available
Seymour & Cordova,Botanist,49.2883099,-123.1167271,4.3,441,$$$
Seymour & Cordova,Cactus Club Cafe,49.28554081466174,-123.11881637137162,4.1,529,$$
Seymour & Cordova,Bacaro,49.28801816833112,-123.1166427,4.0,37,No price available
Seymour & Cordova,Zaatar W Zeit,49.2844377,-123.1154382,4.2,81,$$
Seymour & Cordova,LOCAL Public Eatery Gastown,49.2835742,-123.1039517,4.2,173,$$
Seymour & Cordova,Is That French,49.283317116058086,-123.10556957238876,4.7,17,No price available
Seymour & Cordova,Tokyo In April,49.2806813,-123.1073936,4.4,96,$$
Seymour & Cordova,Robba Da Matti,49.28314632351484,-123.10375675641404,4.6,24,No price available
Seymour & Cordova,The Flying Whale Waterfront Cafe,49.2892871686,-123.110275449,4.5,2,No price available
Seymour & Cordova,Steamworks,49.28498,-123.11084,3.6,859,$$
Seymour & Cordova,Medina Cafe,49.2804429972571,-123.117036269849,4.2,2741,$$
Seymour & Cordova,One Under,49.2846904,-123.1145086,4.2,42,$$
Seymour & Cordova,Open Outcry,49.28553,-123.1159,4.3,12,No price available
Seymour & Cordova,Kozak Ukrainian Restaurant,49.2826548747948,-123.1046559827506,4.5,77,$$
Seymour & Cordova,Tendon Kohaku,49.28107123873706,-123.12179426645872,4.3,174,$$
Seymour & Cordova,Browns Socialhouse QE Theatre,49.279919,-123.112788,4.3,69,$$
Seymour & Cordova,The Poke Guy,49.2837389,-123.1120629,4.4,214,$$
Seymour & Cordova,Hydra Estiatorio,49.2856276,-123.1160679,3.8,183,$$$
Seymour & Cordova,Rogue Kitchen & Wetbar,49.28534134027417,-123.11143693120827,3.5,407,$$
Seymour & Cordova,Caveman Cafe,49.280802324947445,-123.10703500282293,4.4,289,$$
Seymour & Cordova,Dahlia,49.28579010620186,-123.1163804,3.8,13,No price available
Seymour & Cordova,Hard Bean Brunch,49.28756,-123.1152001,4.3,3,No price available
Seymour & Cordova,Di Beppe,49.28237705581659,-123.10450043738042,4.2,166,$$
Seymour & Cordova,Palate Kitchen,49.286331,-123.1157402,4.0,136,$$
Seymour & Cordova,Guu with Otokomae,49.2847191,-123.11038556296398,3.7,393,$$
Seymour & Cordova,Gringo,49.2831553214634,-123.105335897068,4.3,301,$
Alder & 11th,John 3:16 Malaysian Delights,49.26371,-123.12812,4.1,66,$$
Alder & 11th,Gary's,49.260958,-123.138226,4.3,9,No price available
Alder & 11th,Tozen Sushi Bar,49.263536,-123.125689,4.5,40,No price available
Alder & 11th,The Stable House Bistro,49.2597322720703,-123.140207185371,4.0,109,$$
Alder & 11th,Salmon n' Bannock,49.2631378,-123.1296705,4.5,242,$$
Alder & 11th,Curry N Grill,49.26214276485089,-123.1383634,5.0,1,No price available
Alder & 11th,Breakfast Table,49.25855,-123.13856,4.3,282,$$
Alder & 11th,Saku,49.2631006,-123.11667523250104,4.3,269,$$
Alder & 11th,Homura Yakiniku,49.263136,-123.125637,4.5,8,No price available
Alder & 11th,Fable Kitchen,49.2679331,-123.149019,4.3,804,$$
Alder & 11th,Shoku,49.26394340745534,-123.13051471651724,3.7,6,No price available
Alder & 11th,The Flying Pig,49.27501,-123.122,4.0,1394,$$
Alder & 11th,Alley 16,49.257017,-123.11474,4.4,9,No price available
Alder & 11th,JINYA Ramen Bar - Vancouver West,49.263449,-123.139273,4.7,7,No price available
Alder & 11th,Osteria Elio Volpe,49.25585356808485,-123.11575714498758,3.9,28,No price available
Alder & 11th,Johnny’s On Oak,49.25143,-123.12723,4.3,19,No price available
Alder & 11th,Alchemy Bar and Kitchen,49.27422,-123.124,4.9,7,No price available
Alder & 11th,Marché Mon Pitou,49.2654349,-123.1357134,4.2,46,$$
Alder & 11th,Sushi Umi,49.257724,-123.139054,4.5,4,No price available
Alder & 11th,Rayhan,49.2572592,-123.1271051,3.9,22,No price available
Alder & 11th,Mazahr Lebanese Kitchen,49.2615511,-123.1383052,4.7,63,No price available
Alder & 11th,Fufu Pancake Cafe,49.2633451,-123.1328422,3.6,116,No price available
Alder & 11th,Bin 4 Burger Lounge,49.25902,-123.13833,3.7,125,$$
Alder & 11th,A.Bento,49.263164,-123.118857,3.9,33,$$
Alder & 11th,The Greek By Anatoli - Broadway,49.26283913055831,-123.11245392872092,4.4,12,No price available
Alder & 11th,Joon's Kitchen,49.25814006151812,-123.1271603431787,4.0,71,No price available
Alder & 11th,Xin Chào,49.2626123961945,-123.11515357347383,4.3,8,No price available
Alder & 11th,Saba Foods,49.26007655336628,-123.13904964662748,4.4,17,No price available
